"review_id","user_id","business_id","stars","useful","funny","cool","text","date"
"RT8tdimEFz5wEf-33pxQOw","uME-1Lk7jPUbYkGWJtg6ng","Ek9iI8uJ7U3IDzVWrwzzew","4.0","0","0","0","Very good food.  Wait service was sketchy-sometimes great, sometimes not so much.  Only real issue was valet parking.  The number of non-valet parking spaces is very limited so you are forced to use valet which means a healthy tip on top of pretty big $$$$.","2020-07-29 11:51:08"
"OtI65plWov9c1G9Oqg3QvQ","Bt2_Lo2Il7Lz9_WVZqyB-w","BY-du320SIHBR9MYUrZSZg","4.0","2","1","2","Delicious seafood. Had grouper, she crab soup crab cakes, oysters Rockefeller a bottle of wine with my love and pecan pie ala mode. Yum!","2019-02-15 02:18:03"
"X6Sz-i5Dg8xaj8S10poIPw","BjvU8RgtAdwUXj7XqbhqkA","ODJR8BXty5IRyFungEIdXg","5.0","0","0","0","Amazing! My daughter loves going to the dentist. Thank you Dr. Trujillo and to his staff!","2018-03-07 03:04:29"
"6JhPhj7aViuZ0ijCQMywEw","fBfNjIWyHY8QE_EpTX9CAg","8JEcsyj5jqsSqmb0Xvwnbw","5.0","0","0","0","Brunch specials here are so good and the food is excellent as well. Service is also really good. I think this will be my favorite brunch spot here in Nashville!","2021-08-14 16:05:11"
"3OPZnnSqi92S5ek1v3Hdrg","531yoIO2-1rKIwlNgLSzzg","-EMRz2F2DPqLs2lY30k0iw","1.0","1","0","0","Worst place ever to buy a car!!! Don't get ripped off. Save up your money and shoo from a reputable dealer. This place is a scam and should be investigated for shady business practices.","2019-02-15 20:26:46"
"cneBHZrPx_IIzYbVe-jlAg","dYD6nAXNRyWMzfFaRUUyFw","mHN-LlLcL9Vlgc_lECmjBA","1.0","0","0","0","wasted 2 hours of my night here trying to sell them NAME BRAND clothes. only for us to come back an hour later and them say ""your clothes were out of date for our store. they didn't reach the 1.5yr old style."" when i brought in new PINK clothing, american eagle clothing, and rue 21 clothing that i got not even 6 MONTHS AGO. completely disappointed. don't drop your clothes off here. we brought 2 huge trash bags full of them and got nothing in return.","2019-06-05 00:14:55"
"BS3HV1cpUfDXmGL0UlSz6A","KVN0TPF3hWd7IRL8yUetUg","qQpgF5fGMTulUUtjzlsnwg","5.0","0","0","0","Great place for takeout!  I stopped in and placed an order in person, and the food was ready before I knew it. Friendly staff who won't leave you hanging.","2020-07-17 23:11:55"
"VnKBelxdYuMGsZZLuXqnpg","_WvimXWno1NQtIGdSY6vRg","ytynqOUb3hjKeJfRj5Tshw","5.0","2","2","9","I love this place! I can stay in this market for hours. I came here for to peruse and came across Keren Parker Soul Food Cafe.
Now, this IS the BEST soul food I've had in my days on this earth. I ordered the chicken wings with mac n cheese and another order of candied yams. The entrees come with one side. Also the tropical ice tea with the slice of watermelon was icing on the cake.
It was so good, I ate there everyday during my visit to Philly. I also visited the Amish bakery which is to die for. Tip: They close on Sundays.
Another Tip: Go with an empty stomach, this isn't for the faint of heart/stomach.","2016-10-11 00:10:43"
"YeVwUo7Wbafu9WKuiIxmrw","JbB4y14zG-paHlgJN-76RA","G_bi7l0nU74I4Vr1V7IcMg","5.0","0","0","1","Huge fan of Thai Thai tea with boba, and the split cup option. Well worth the drive from St Pete. Their team is always super friendly and attentive. I also appreciate all of the covid precautions they have taken!","2021-01-06 02:28:28"
"l1K1fFdNVzCjqXlsteJoWw","YuKC2GbFzQ0GrmVP4T11HQ","-6JdVK-DHB4_43PEksbg1A","4.0","0","0","0","I rate this 4 stars because they advertised a Bloody Mary bar, and when we arrived they only offered $2 bloodys with no toppings. The bottomless mimosas were good for the price. For food the eggs Benedict was to die for. The corned beef hash was okay with a bit too much ketchup flavor. The bathroom was disgusting and I think if they fixed these issues this could be a 5 star review. Parking was also slim so at a busy time you might be better off getting dropped at the door or walking. The price was very good.","2021-06-27 21:11:30"
"mGwL69bw5B6wLgv51kgjoQ","o3fYVwwIrkjlTtS3W6GsXg","Vpv7_M6dpg92GwappohXlw","5.0","0","0","0","I was so excited for more bars and restaurants to open in this NoHo area. The food and drinks are amazing. I met a friend for happy hour and the small bites and drink specials were really affordable and delicious. I loved my craft cocktail with the big round ice cube, crab cakes and hummus platter.

I returned Sunday for brunch and sat in the outdoor space. The ricotta pancakes and avocado toast were tasty, and clearly made with quality ingredients and a great portion size.

5 stars because everything from the food, ambiance and service were top notch.","2021-04-23 18:12:17"
"Q9YvzS_BzmlLx2qzoyZA3A","IKbjLnfBQtEyVzEu8CuOLg","bOAGspD-hGiF7RcdT3dHdg","5.0","1","0","0","We went in today after buying a bike (and a Groupon here for accessories). We had a fantastic experience and Todd was extremely helpful. They were great at giving us every price option from cheapest to most expensive. Todd showed us the least expensive helmet, presumably because it was obvious we weren't looking to spend a fortune. He wasn't the slightest bit pushy. I plan to make this my go-to bike shop, even though it isn't the closest. Their rental bikes seemed super nice as well (Trek FX 7.1). I highly recommend it!","2012-07-22 03:57:43"
"2ljFZLHfJcFVli8KROVUrQ","elb6xgIS0KKpzWhXP7bI8g","eKiGCVA8bcj6sw3ODW1HHA","5.0","0","0","0","I got the Creamsicle cocktail and it had...a full creamsicle in it! Amazing. And the cxn waffle is awesome.","2017-10-31 16:21:23"
"GLlcp12TqwLiiGy3l7Onwg","bjxN5wW6mdpe2GIzVgEo4Q","Ippv_wErDDItMRwmu1de3g","3.0","0","0","1","Filet mignon sandwich is the best thing on the menu. Chicken sandwich and veggie grilled sandwich lacks lustre. Wings and ribs are okay but not award winning.","2014-07-08 17:44:19"
"Bub_uySFmmP7cx0geWww9A","yAFrqveggRu_r4nh9we9OA","h6NMfoDhT_U_qaNPST9wpw","4.0","1","0","0","The Valet Staff was Very Polite and Helpful...The Rooms are Very Nice & Clean... Good Price and Perfect Area to walk and browse the bars downtown' I'm Very Pleased with the Area","2017-04-14 21:38:37"
"Co_6B9bXPigMe6kXQd6VAA","fFgmv2KgUMAaNcywKK8dag","HQPJmBhtOv_QWvwkfZYtJg","3.0","3","0","0","The only reason I'm giving 3 stars is because the sales associate was really sweet and helpful, but I'm not happy with the yoga pants I purchased. I thought I liked them in the store. They were an extra 30 percent off so I'm sure that influenced my decision to buy them. I'm a sucker for a good deal.
I wore them for a few hours today and they really don't keep their shape the way lululemon's do. I've had a pair of lulu's for over 6 years that still held their shape even after having my weight fluctuate a few times. I was able to wear them at any point during the time I've had them and they were/are still great.
Unfortunately, no returns with worn items at Lorna jane. I guess that is somewhat reasonable, but I just didn't find them to be of the same quality as lululemon.","2016-02-19 21:08:01"
"i1tH3V53jS-4zxD8ke22Ug","FdIiFCp5vPcFyWGn6_qf-Q","_r8Uv8fZpkTqQBaaG51Yhg","3.0","1","0","1","The space is modern and comfortable with a large scale ceramic tile floor, open ceilings, rough wood art and accents, use of metal, and Edison light bulbs.  It is the combination of an upscale BBQ place and a cocktail bar.

We came in for dinner on a Sunday evening around six pm and waited for quite a few minutes to be seated and we had the most perky & fabulous waitress!

After looking at their menu of AMAZING cocktails I chose the Spicy Texas Mule with tito's vodka , lime, chipotle agave nectar, house-made ginger beer, habanero bitters!  and it was breath taking!  The perfect combination of sweet, spicy, and fabulous!  For Dinner we ordered a pulled pork sandwich with potato salad and Hoppin John (black eyed peas, creole rice, smoked hocks) and a smoked turkey cobb salad.

The BBQ pulled pork with adorning slaw and the four sauce options were awesome!  There was a flavor that would suit all!  I would have preferred the bun be a little better toasted as it didn't hold up to the warm goodness of the BBQ!  

The dressing on the potato salad and the flavor were right on point, but i did find the potato to be a little more under cooked than al dente!

The Hoppin John had a fabulous flavor but was a little too soupy and the rice was a little over cooked making it somewhat soupy.

The Smoked Turkey Salad was the downfall of the night.  The portion size, the freshness of the lettuce, the quality of the turkey that was in the salad.  :(  

Overall we are coming back to stick to the BBQ because the flavor was great!!!  The Spicy Texas Mule is the best cocktail ever (until I try another here I bet)!","2016-12-13 15:54:16"
"ELmM0XzTvLdCi5oqsHicGg","w2Qtn2eq7eEaJoKUdqquQQ","VQlum4cEfkbbmd6RFgjtrA","5.0","0","0","0","These guys are great every single time. Anthony throws it down in the kitchen and Roy makes the meanest shakes around. The rosewater shake is a great one! The chili is bomb, the chili fries are bomber. You should go here.","2015-09-09 05:14:02"
"zpKvO2SOXHV9cxvBm6q4Fg","pVSb5PLzZSjIOnYuoo9Fpg","DTGg9ECF88UqbVHxWSDuHw","4.0","0","0","0","Ok, not expecting much when I was taking here but this place is pretty good. I wont comment on the deviled eggs for starter, I think they are just wrong but that it just my taste and no reflection on what was served which was good. Service good and a bit over the top as usual.

the highlight, the reason for the review and the 4 star rating is the ahi tuna burger, fantastic. really great idea, minced ahi tuna, seared and served with wasabi mayo on a bun. Delicious burger and really light and healthy compared to normal burgers. It's full of flavour, keeps that melting seared tuna texture. Great. Only drawback and it is never going to change, is the bread bun. I really hate the soft spngy and slightly greasy buns. I know it is how it is served but for me the tuna burger deserves to be dressed up better. I'd have this served in a ciabatta roll or something similar. Do that and you have an amazing dish. I loved what I got but just stops short of perfect for me. 

Overall this place has a great atmosphere, well cooked and well cared for food with good service and represents excellent value considereing what you get. I will be going back next time I am in town,.","2013-11-27 19:49:04"
"vnjxwnF6H5VXU_xcTEa9xQ","LEJHck72uZEIPh8y7tMFsA","H41S-qS3NOUJSbIqWTuyIA","4.0","0","0","0","This is a great afternoon trip to take. The host Charles is really good! Me and my wife loved it.","2016-06-30 21:20:51"
"XU6oPH3SAl5GC0NbA5za_w","eO4hWg2Q7jwIwxk_zKOhbQ","UQMUtySn2q9cSObiw5UVsw","5.0","0","0","1","I just want to make an ammendment to another reveiw of The Pop Shop here on yelp. My name is Theresa Meininger and I worked at the Pop Shop for a brief period of time two years ago. I recently realized that another Theresa M. here on yelp (claiming to have worked there) gave a poor reveiw. This Theresa M. and I are not the same and I have to say my experiences at the Pop Shop have always been positive. Keep on keeping on Poppers!","2014-03-10 01:10:32"
"1x_Jqtpbu92NGenXK5DftQ","HeM9pXRR_r_r5Jm0IbyQEQ","BsgcLUWlc6RvvBRiAPWj5w","4.0","1","0","0","If your ever in NOLA on magazine st you gotta stop in here it's home cooking at it's best,everything tasted fresh the gator sauges was amazing a perfect starter.
 It's also BYOB I can't wait to visit this place again totally 2 thumbs up!","2011-08-08 00:42:47"
"DQvTsQXpfTGNy3TFlfMBPQ","0lAPsoPK6UfW6nKIVJQeig","cBeRbpoHWFzwqfeNTvC86A","4.0","0","0","1","Really nice to eat in a place that is open to 4am that is not a diner or a bar, even though it is connected via a courtyard to one. What makes the experience even better is the food is amazing. We started with the homemade chips and then moved on to the Lamb Dog and the burger with Spanish cheddar cheese, mushrooms and house cured bacon. The burger was perfectly cooked and had a taste that blew alway several of the newest ""specialty"" burger places to open up. The lamb dog was tasty and we didn't leave anything on the plate, which was hard the the large portions of crispy homemade fries. 

 It was slow when we arrived so the chef came out and talked to us about where he gets so much of his products locally and talk about his dishes and as the place filled up he came out to ask the tables if everything was what they expected. 

We enjoyed it and will be back many times.","2013-11-25 05:06:26"
"55wc2LFxWJs_1ohekkuJuA","8k7cQPWA4WQRRDrE0dB97A","45N54l3hjvR8IhSrPNVcPQ","3.0","0","0","0","There is a new owner-very nice people. The food is a little boring. The wings had no spice, the broccoli rabe had garlic, but it was sliced rather than crushed so the flavor had no punch. I could go on but it would all be the same. Not bad but no wow. Great service.","2018-05-12 03:07:06"
"8wnsG-5RxfKUYuVwKpTtlg","Hl2-zak-pRKDiScZX2TrlQ","cj7jm6Ka7YP6cdPXYsf63A","3.0","0","0","0","I keep looking for a really good BBQ place in the area ... and I'm still looking.
There's nothing terribly wrong with Louie's. The service was very friendly; I liked the little bag of fries as a side dish (or at least I liked how it looked). 

I got a pulled pork sandwich, fries and cole slaw. 

First, the aforementioned fries: Kinda fun showing up in a little bag like they did, but the result was that they were a little oily and mushy instead of tasty and crisp. They were still OK, but not great fries by any means.

The cole slaw: Average. I'm not a big fan of slaw, but this stuff was OK.

Now for the star of the show: pulled pork sandwich. First bites seemed nice; tender and juicy -- though a little light on the actual meat. Then comes the question: Where's the flavor? The trio of BBQ sauces (hot, mild, cherry chipotle) were runny and didn't add much to the sandwich. And the sandwich itself: Tender quickly turned to mushy. How about some bark? Gimme some pieces with a little more smoke or a little different texture. It all just became very plain and boring by the end of the meal.

I'm fine with paying $15 or so if this was a good BBQ joint, but that price says ""not worth it"" for Little Louie's.

Is there better BBQ around? I keep trying these places, and nothing ever rises above the rest. Somebody help me find worthwhile BBQ in SJ!","2012-06-18 15:23:42"
"TvffHiKj1hV_b09cjF6EtQ","dnS4f1K0p3Ka7H9zuxMgjQ","VSpseb6oijtKffRRL_xfgQ","5.0","0","0","0","The whole experience was phenomenal. It started with our outstanding server, Jessica. She was on point and made us feel very welcome! Started with the potstickers which was inarguably the best I've ever had. A bowl of cool and tasty gazpacho soup. I got ""The Deb"" sandwich and my wife, Tracey, got the Greek Salad with chicken. They were both delicious, scratch made (even the dressing), the Cuban bread was soft and the chunky yet tender meat melted in my mouth. Would highly recommend!","2018-07-15 00:45:34"
"fZdN8FrCmv9yAQv_MFhGgA","d91JuwrO2FIOQj9YPmSRrw","I2ISRV7IybkMc3HEYKUE9g","5.0","0","0","0","Wonderful BYO with a delightful menu.  They have outside seating which we took advantage of for our dinner experience.  The night  was the perfect temperature for outside dinning. 

Each entree was accompanied by it's own side dish.  The duck was delicate and tasteful and the salmon was tasty and sweet.","2016-04-22 01:29:18"
"7qqSLdUvHTBW4G9XUGzisA","cKiiNae0u1Y_zBRqNNJKSg","3r8hcIBSP_uW6kLF010BHg","3.0","0","0","0","The food is good but the advertisement is false. My sister worked there and she told me that the soup in in a bag and was frozen until they put it in a pot and water it down. The vegetables are not fresh but the sandwiches are really good.","2017-02-28 18:15:29"
"PhKwXPNnaCHmjw_oYayCgw","Isv8sLvFHeSPenWe_d-2Lw","GaqcV1K44cTmrtOGYBmrpw","4.0","0","0","0","Pad Thai: 5 stars. It tastes really good. 
Service: 4 stars
Environmental: 3 stars. The AC did not work well.","2017-07-16 16:13:50"
"iSGF9mgu__oYJKUGNjFxtA","IlQYRqJjKLeXjcLJTnl95w","wL_5DIYA06jXzqV3FMhfBg","1.0","0","0","0","I wish I could write a wonderful review of Coco's because I had heard only positive things about it, but my visit was terrible. My boyfriend and I arrived and put our name in, and the hostess told us it would be a 45 minute wait. Totally reasonable for a Friday in Nashville, so we grabbed a drink and headed out to the patio. 30 minutes in, we go inside assuming we'll be called soon. We saw 3 empty tables in the dining room and thought things were looking good. Not so. We ended up waiting for an hour and a half, all the while seeing empty tables in the dining room, and when we went to check where our name was on the list, the hostess said there were still 5 tables ahead of us. We left hungry and unhappy, the hostess did not even apologize for the crazy wait. I hope this was an off night for Coco's, but I don't feel confident going back soon to find out.","2016-05-17 22:44:42"
"wbWT1DqlQPwdcysszegFBQ","zZLjgni_ZHOiUxmj4UKiuA","rPFVu8iYLeyvy_qhY4U-Hw","5.0","0","0","1","Incredibe.......Amazing........Words can not describe how great it is. Thank you for creating the greatest restaurant ever!!!!!!!!!!!!!!!!!!!!!!!","2014-04-25 19:26:48"
"FJQTObLUPCYqy3vGKZNcPQ","Ly_q9MLSz3_KNJnhzbTytw","6LTEo6BDunWrkcHRcNul8g","5.0","0","0","0","I just bought a Suburban from Bunnin and all I can say is that it was friendly, quick, easy and personable.  No haggling.  They offered a fair price, gave me a fair price for my trade in and everything went smooth as silk.  I would highly recommend this dealership!","2018-09-08 16:01:13"
"oLzYOQyKo5peXrqKBj4AcA","QYa33kf4-ZCOC5yJGRhiBQ","xvcwK4UzLevC-3rbN5ta4A","4.0","1","0","0","We ordered delivery there again and it was spot on! Fast delivery, delicious food, and friendly driver. We love it! It's our go-to spot for Chinese delivery. We won't be trying anything else. Again, the on-line ordering is perfect!!","2011-03-03 11:57:07"
"Jl7VdLeBE5G_sKV1YwTtKg","ey3tVKjiv4lE-CeKC4NvzQ","xotdeLae9P1mHAiJx4D0XQ","5.0","0","0","0","why aren't there more stars?!
I'm not a big pie person, so maybe I'm
out of the loop, but my friend and I have come back three weeks in a row, so in my book, she's doing something right!!
I'm all about that strawberry rhubarb pie. it's magic.
I pop that baby in the oven at 200 and let it heat up for a few minute so it's warm and piping... and then the next day, I go to the gym and fantasize about next Thursday when they come back to the market","2016-03-04 04:33:03"
"M_-rW5tsUOg0IYsUqqBZbA","C5r_ZnxTkf0EhGkZ3h9frw","TzNk1TcWLZn0JCpO83hBAA","5.0","0","0","0","The service, food, and ambiance is absolutely great.  Each time we come for lunch or dinner we try something new. The food comes out fast and the staff is very attentive. My husband and I love this restaurant and highly recommend it.","2016-08-22 04:13:03"
"2v07VPcVvTEbpLWzn9i8BQ","yjVIavykADfaNQJLSTp2ow","Lw1gzZZGI2GFQc6BI5zyJw","4.0","0","0","0","Had lunch with my mom today. The food was great. We split a house salad and a buffalo chicken flat bread. Service was quick and food was really good!  I recommend going here for a quick lunch. Drink selection was great as well!","2015-01-25 00:23:46"
"HETva0ZhBscXjTd94LhuAw","IwDBZfpm4vgTm9L6aF3pqg","m1iEV705I0UZjwUrv-uPKA","3.0","3","0","1","my husband and i went here on saturday to use a groupon we had purchased.  we were pretty excited--i love cheese!  the marketing seemed to be on point: they were on groupon and Facebook before they opened, and soon around opening on living social too. i had high hopes for this place, it seemed the owner was a real go-getter, and i do still believe he is; however, i do not feel this place was in a prime position to be opened right now. the opening had already been delayed, and maybe the owner didn't want to lose momentum by delaying it more, i'm sure it's a tough position to be in, but there were several issues when we patroned this place. here's an appreciative, but constructive run-down:

1). the service is super friendly and welcoming. the girls always had sweet smiles. 

2)  right now, it's to-go only as there are no seats or tables in here--there is a wide ledge by the window that you could technically perch on while you wait though. they said they were expecting seating to be there by july 15th.  i would have held on to my groupon a bit longer if i had known this, since we didn't really want to walk in and right back out, we ordered and then took our food home--to mt. juliet. 

3) the donut case was pretty empty, we went mid-day, a little after one, and all that was in there were two muffins and two maple-bacon donuts. the groupon offered two desserts, but since selection was minimal, we actually passed--i'm sure they would have accommodated some substitute if we requested, since they were so friendly and welcoming with everything else, but we just skipped over that bit of food. 

4)  the only  menu they had were tiny yellow pieces of paper.  i don't exactly have eagle eyesight, so it was not an easy task to read what my options were.  i'm sure they have plans to have a large menu board or real menus on larger/thicker/laminated paper soon. 

5) cooking method is a panini press.  i make a pretty awesome sandwich using my panini press, so, i'm not going to hate, but, i tend to like my grilled sandwiches a little more crisp--ours were pretty soft, so we re-griled them when we got them home to get them more crispy/grilled. i'm not sure if it was the only one he was working with, but each order took over 5 minutes, so our wait was about 20 minutes (the person working in the kitchen (who i am assuming was the owner/co-owner) offered us a free dessert or extra sodas because our wait was so long); i believe it would be a benefit them to have a large cooking surface instead of this method; but maybe that's in the plans too--it seems this is still a work in progress. 

i have faith in this place, i'll revisit in august and update again. 

let's support local business--especially ones that involve cheese!","2013-07-01 00:01:54"
"I5G_VUTFXatG5BGWVOnKiQ","UoXK5EJF-hDWVC3eLi5AHQ","ud-IZnspl0FDie0vopyGsg","3.0","0","0","0","Quick and honest!","2015-03-27 23:42:52"
"mRxhKhtpqdY_OYQBndaNxw","EP8o8JnQSI0WEkeodwA8lA","ewF5jGWO1oGlOpkBBOS5Tw","4.0","3","1","1","I'm going to miss this place. Not only could you shop for stuff I can't find anywhere else in the area, the little food place inside made some fine tacos. 

RIP.","2015-08-06 15:24:44"
"e6HfI7waLlAEDKOm3mBhTw","_LT9U6nhRgny5folsaTxPA","HyZCLz5O3n24ne8gLgfvCQ","5.0","4","0","0","This restaurant has wonderful food, an intimate, and casual-yet-upscale ambiance. They offer compact high chairs for little ones (good job Stillwater!) and their managers are on top of patron satisfaction. One of the managers (Leon?) personally delivered my soup after I changed my mind about my order and made sure I was happy. You gotta love it when restaurant management is actually interested in your individual feedback. I will definitely be back regularly for quick bites and date night! Oh additional score-curbside valet!!","2015-07-14 14:28:57"
"s9Ox10mNFr8IFVenRDpeKA","mkkv_XW4x1502qJeFEbj0g","3spilY-i_7S3bQzgLJ1SZA","5.0","0","0","0","I have used other moving services before, and this group is far and away the best I have ever encountered. George, Reese and his team were quick, careful, organized, and gracious. They were super-helpful and even helped me hoist my mattress over an outside railing since it wouldn't fit up the stairs. 

All in all, a fantastic experience and I would recommend them to anyone and everyone.

Thanks for such a pleasant move! (Put that statement in the category of things I'd never thought I'd say.)","2013-06-13 13:25:16"
"1PTI1y0KvSOpvmpzQWTWjw","zoGE1LBC3NZlGkNNFPEDxA","a3mefB8M9b6gZEiSqHcEHw","5.0","3","1","1","Great beach, but a bit pricey compared to other area locations as the state park charges an entrance fee per car. I think it's worth it in the height of busy season when the public beaches are overrun, because that fee limits the number of people and the park simply has so so much space. It's huge, at the end of a long causeway, and has great amenities--everything from water sports to nature trails, from picnic areas to a cafe. And as it's a state park, the focus here is much more on nature than sunbathing--and the beach is not the same as in the huge touristy areas, rockier than the fine white sand dredged onto Clearwater beach. But this is real Florida, and so quiet sometimes that you can feel like the only person experiencing the natural beauty as you walk the trails and swim in coves. It's a great treat to get away from the beaten path and back into nature!","2015-07-03 05:12:45"
