"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"8jwRqJCG98YQXPcw3QfA8w","Verizon Wireless","1700 Market St Bsmt 102","Philadelphia","PA","19103","39.9526775","-75.1690841","3.0","33","0","{restaurantspricerange2=2, businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, businessacceptscreditcards=True, byappointmentonly=False, bikeparking=False}","Internet Service Providers, Electronics, Mobile Phones, Shopping, Professional Services, Home Services","{saturday=10:0-18:0, tuesday=8:0-20:0, wednesday=8:0-20:0, thursday=8:0-20:0, friday=8:0-20:0, monday=8:0-20:0}"
"Zm3Cq5pv4BelBgrnSPEdzQ","Hungry Harvest","","Philadelphia","PA","19106","39.9493801","-75.145782","4.0","11","1","{restaurantstakeout=False, businessacceptscreditcards=True, wheelchairaccessible=False, restaurantsdelivery=True, businessacceptsbitcoin=False, caters=False}","Food, Food Delivery Services, CSA","{sunday=8:0-16:0, saturday=8:0-16:0, tuesday=9:0-17:0, wednesday=9:0-17:0, thursday=9:0-17:0, friday=9:0-17:0, monday=9:0-17:0}"
"yLEaHqu9rGeyIYnig9gF5Q","Urban Cantina","223 Howard Ave","Tampa","FL","33609","27.9419397","-82.4831011","3.5","21","0","{alcohol=u'beer_and_wine', businessacceptscreditcards=True, restaurantsreservations=True, goodforkids=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, caters=False, restaurantsgoodforgroups=True, restaurantsattire=u'casual', restaurantspricerange2=1, restaurantstakeout=True, happyhour=True, ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, noiselevel=u'average', restaurantsdelivery=False, hastv=True, outdoorseating=False}","Mexican, Restaurants","{sunday=16:0-22:0, saturday=16:0-1:0, tuesday=16:0-23:0, wednesday=16:0-22:0, thursday=16:0-23:0, friday=16:0-1:0, monday=16:0-22:0}"
"5Apcp9iRdnIG__iXIEnILA","Lit Ultrabar","460 N 2nd St","Philadelphia","PA","19123","39.9589758","-75.1418219","2.0","64","0","{alcohol=u'full_bar', restaurantspricerange2=3, businessacceptscreditcards=True, bikeparking=False, ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}, noiselevel=u'very_loud', businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, hastv=False, restaurantsgoodforgroups=True, outdoorseating=False}","Lounges, Nightlife, Bars, Dance Clubs","{thursday=22:0-3:30, friday=22:0-3:30, saturday=22:0-3:30, monday=22:0-3:30}"
"HEnfv8ugaUn4dcdHGpr8Sg","Saint Somewhere Brewing Company","1441 Savannah Ave, Unit E","Tarpon Springs","FL","34689","28.1644555","-82.7716965","5.0","8","0","{restaurantspricerange2=1, restaurantstakeout=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, businessacceptscreditcards=True, bikeparking=True}","Breweries, Food","{thursday=18:0-20:0, friday=18:0-20:0}"
"kFjYgLn68IOEoq5c1r84vw","Mexico Lindo Tacos & Grill","2755 Broadmoor Blvd, Suite 100","Sherwood Park","AB","T8H 0A3","53.5611996639","-113.3187842447","4.0","58","1","{bikeparking=False, restaurantsreservations=True, wifi='free', goodforkids=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=2, restaurantstakeout=True, goodformeal={'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}, ambience={'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}, restaurantsdelivery=False, hastv=True, outdoorseating=None}","Mexican, Restaurants","{sunday=12:0-20:0, saturday=11:0-22:0, tuesday=11:0-21:0, wednesday=11:0-21:0, thursday=11:0-21:0, friday=11:0-22:0, monday=0:0-0:0}"
"kZNtf6Pw5sEohpQl_4a3AA","Subway","3 S Rancho Sahuarita Suite 104/RETAIL Pad, Ste 104, Retail Pad 3","Sahuarita","AZ","85629","31.9598611041","-110.9838243256","2.5","15","1","{alcohol=u'none', businessacceptscreditcards=True, goodforkids=True, restaurantsreservations=False, bikeparking=True, wifi='no', businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, caters=True, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=1, restaurantstakeout=True, ambience={'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, noiselevel='average', restaurantsdelivery=True, hastv=True, outdoorseating=False}","Fast Food, Sandwiches, Restaurants","{sunday=10:0-17:0, saturday=9:0-21:0, tuesday=7:30-21:30, wednesday=7:30-21:30, thursday=7:30-21:30, friday=7:30-21:30, monday=7:30-21:30}"
"_dOYHDmjoRxI2metByUEpg","Ooh La La Salon","3100 Boothwyn Rd","Boothwyn","PA","19061","39.8337064","-75.4428512","4.5","6","1","{businessacceptscreditcards=True, bikeparking=True, wheelchairaccessible=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, businessacceptsbitcoin=False, hairspecializesin={'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': False, 'curly': True, 'kids': False, 'perms': True, 'asian': False}}","Hair Removal, Waxing, Beauty & Spas, Hair Salons, Makeup Artists","{wednesday=8:0-20:0, thursday=8:0-20:0, friday=8:0-20:0, saturday=8:0-16:0, tuesday=8:0-20:0}"
"seI96tX2Wg2MxBF0XytgOA","Woodworkers Source","3441 S Palo Verde Rd","Tucson","AZ","85713","32.184854","-110.917238","4.0","20","1","{businessacceptscreditcards=True, byappointmentonly=False, businessacceptsbitcoin=False}","Shopping, Arts & Crafts, Hobby Shops, Building Supplies, Hardware Stores, Home & Garden, Home Services","{saturday=8:0-14:0, tuesday=8:0-17:0, wednesday=8:0-17:0, thursday=8:0-17:0, friday=8:0-14:0, monday=0:0-0:0}"
"y_7mItvwTJ2QkEP_rXlVbw","Earl's Bucks County","2400 Street Rd","New Hope","PA","18938","40.3475793","-75.0298105","3.0","55","0","{alcohol=u'full_bar', businessacceptscreditcards=True, restaurantsreservations=True, goodforkids=False, wifi=u'free', bikeparking=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, caters=False, restaurantsgoodforgroups=True, restaurantsattire=u'casual', restaurantstakeout=True, restaurantspricerange2=3, restaurantsdelivery=False, noiselevel=u'average', hastv=True, businessacceptsbitcoin=False, outdoorseating=True}","Nightlife, Restaurants, Beer Bar, Bars, American (New), Wine Bars",
"iki934B308XiHDMA16egow","Kane's Furniture","6222 N Dale Mabry Hwy","Tampa","FL","33614","28.0053774","-82.5059737","2.0","64","1","{restaurantspricerange2=3, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, businessacceptscreditcards=True, bikeparking=False, wheelchairaccessible=True}","Shopping, Mattresses, Furniture Stores, Home & Garden","{sunday=11:0-18:0, saturday=10:0-19:0, tuesday=10:0-19:0, wednesday=10:0-19:0, thursday=10:0-19:0, friday=10:0-19:0, monday=0:0-0:0}"
"8krt6sPp-btOAq4_I_DAdw","Dental Excellence of Blue Bell","706 Dekalb Pike","Blue Bell","PA","19422","40.1696988","-75.2858467706","3.5","10","1","{acceptsinsurance=True, businessacceptscreditcards=True}","Health & Medical, Endodontists, General Dentistry, Sleep Specialists, Cosmetic Dentists, Dentists","{wednesday=10:0-19:0, thursday=8:0-14:0, tuesday=8:0-17:0, monday=8:0-18:0}"
"t42f_IwVaIHr0wvj_8E_eQ","PNC Bank","6170 N Keystone Ave","Indianapolis","IN","46220","39.8671811","-86.1228129","2.0","8","1",,"Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Investing, Real Estate","{saturday=9:0-12:0, tuesday=9:0-17:0, wednesday=9:0-17:0, thursday=9:0-17:0, friday=9:0-17:0, monday=9:0-17:0}"
"lLigP3epurfPtLCls__XLw","Iberia Bank","2401 Canal St","New Orleans","LA","70119","29.9637058","-90.0839668","1.0","6","1",,"Financial Services, Banks & Credit Unions","{wednesday=9:0-16:0, thursday=9:0-16:0, friday=9:0-17:0, tuesday=9:0-16:0, monday=9:0-16:0}"
"6TZF6iIH1k0MLf486gBMHg","Astro Jewelery & Gifts","6158 Ridge Ave","Philadelphia","PA","19128","40.0346793","-75.216706","3.5","9","0","{businessacceptscreditcards=True, byappointmentonly=False, bikeparking=True}","Jewelry, Shopping","{saturday=10:0-16:0, tuesday=10:0-17:0, wednesday=10:0-17:0, thursday=10:0-17:0, friday=10:0-17:30, monday=10:0-17:0}"
"uIrUGZIoh3P3Ou_Bp3EvXA","Mr. Nice Guy","3359 N Hwy 67","Florissant","MO","63033","38.8118857628","-90.2939590439","3.5","5","1","{restaurantspricerange2=2, businessacceptscreditcards=True, bikeparking=True, wheelchairaccessible=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, dogsallowed=True}","Vape Shops, Tobacco Shops, Shopping, Head Shops","{sunday=10:0-21:0, saturday=10:0-21:0, tuesday=10:0-21:0, wednesday=10:0-21:0, thursday=10:0-21:0, friday=10:0-21:0, monday=10:0-21:0}"
"vM2wY0rll14F8sZIvJGG5w","Traditional Szechuan Restaurant","4002 Spruce St","Philadelphia","PA","19104","39.951523","-75.2032843","4.0","14","0","{alcohol=u'full_bar', businessacceptscreditcards=True, wifi=u'free', restaurantsreservations=True, bikeparking=True, goodforkids=True, businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, caters=True, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantstakeout=True, restaurantspricerange2=2, goodformeal={'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, restaurantstableservice=True, wheelchairaccessible=False, ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}, restaurantsdelivery=False, noiselevel='quiet', dogsallowed=False, hastv=True, outdoorseating=False}","Chinese, Nightlife, Szechuan, Restaurants, Bars, Karaoke","{sunday=11:0-22:0, saturday=11:0-23:0, tuesday=11:0-22:0, wednesday=11:0-22:0, thursday=11:0-22:0, friday=11:0-23:0, monday=11:0-22:0}"
"spLzjntw2Kp6vj8_gjEYfw","Meineke Car Care Center","12340 66th St N","Largo","FL","33773","27.8838996","-82.7301483","4.0","14","0","{businessacceptscreditcards=True, byappointmentonly=False}","Tires, Oil Change Stations, Automotive, Auto Repair","{saturday=7:30-16:0, tuesday=7:30-18:0, wednesday=7:30-18:0, thursday=7:30-18:0, friday=7:30-18:0, monday=0:0-0:0}"
"2V5ki_0pbSn2wF8m1tGBHA","Sport Seasons","56 White Bridge Rd","Nashville","TN","37205","36.1300178","-86.8518938","4.0","18","1","{restaurantspricerange2=2, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, businessacceptscreditcards=True, bikeparking=True, wheelchairaccessible=True}","Sports Wear, Fashion, Sporting Goods, Shoe Stores, Shopping","{sunday=11:0-18:0, saturday=10:0-20:0, tuesday=10:0-20:0, wednesday=10:0-20:0, thursday=10:0-20:0, friday=10:0-20:0, monday=10:0-20:0}"
"oqP1oQEycpp4J6u5YebRoQ","American Social","601 S Harbour Island Blvd, Ste 107","Tampa","FL","33602","27.9387071894","-82.4547521292","3.5","768","1","{goodforkids=False, restaurantsreservations=True, byob=False, businessparking={'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': True}, goodfordancing=False, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=2, restaurantstakeout=None, music={u'dj': None, u'live': None, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}, wheelchairaccessible=True, restaurantstableservice=True, happyhour=True, smoking=u'outdoor', restaurantsdelivery=True, noiselevel=u'loud', dogsallowed=True, businessacceptsbitcoin=False, alcohol=u'full_bar', businessacceptscreditcards=True, bikeparking=True, wifi='free', coatcheck=False, caters=True, goodformeal={'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}, ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}, bestnights={'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, hastv=True, outdoorseating=True}","American (Traditional), Restaurants, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Bars, Nightlife","{sunday=11:0-0:0, saturday=11:0-2:0, tuesday=11:30-0:0, wednesday=11:30-0:0, thursday=11:30-1:0, friday=11:30-2:0, monday=0:0-0:0}"
"3JwRFu53hgEisf_SRBPIew","Yogo Factory","300 Rowan Blvd","Glassboro","NJ","08028","39.7063246","-75.1139398","4.0","14","1","{restaurantspricerange2=2, restaurantstakeout=True, businessacceptscreditcards=True, bikeparking=True, wifi='free', wheelchairaccessible=True, businessparking={'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}, caters=False}","Food, Ice Cream & Frozen Yogurt, Desserts","{sunday=13:0-22:0, saturday=13:0-22:0, tuesday=13:0-22:0, wednesday=13:0-22:0, thursday=13:0-22:0, friday=13:0-22:0, monday=0:0-0:0}"
"vuDNFYME-E3DjLhoWcgRkg","Patel Boutique","200 White Horse Rd, Ste 14","Voorhees","NJ","08043","39.8416129","-74.996626","4.5","26","1","{restaurantspricerange2=2, businessacceptscreditcards=True, bikeparking=True, wheelchairaccessible=False, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, byappointmentonly=True, dogsallowed=False, businessacceptsbitcoin=False}","Accessories, Shopping, Men's Clothing, Fashion, Women's Clothing","{saturday=12:0-19:0, tuesday=13:0-19:0, wednesday=13:0-19:0, thursday=13:0-19:0, friday=13:0-19:0, monday=13:0-19:0}"
"HfOLOAYMKNUer3eXXTLHew","Vanos Pizza & Italian Restaurant","1387 E Boot Rd","West Chester","PA","19380","39.9985455","-75.5667973","4.0","17","1","{alcohol=u'none', businessacceptscreditcards=True, wifi=u'no', goodforkids=True, restaurantsreservations=False, bikeparking=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, caters=False, restaurantsgoodforgroups=True, restaurantsattire=u'casual', restaurantstakeout=True, restaurantspricerange2=2, goodformeal={'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, ambience={'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, noiselevel=u'quiet', hastv=True, outdoorseating=False}","Italian, Restaurants, Pizza","{sunday=16:0-21:0, saturday=10:30-22:30, tuesday=10:30-22:0, wednesday=10:30-22:0, thursday=10:30-22:0, friday=10:30-22:30, monday=10:30-22:0}"
"0jjYX2KC9VjXtxPn15SklA","Gadaleto's Seafood Markets","1193 Wilmington Pike","West Chester","PA","19382","39.921094","-75.5756792","4.0","20","1","{restaurantspricerange2=2, restaurantstakeout=True, businessacceptscreditcards=True, bikeparking=True, restaurantsdelivery=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, byappointmentonly=False, caters=True}","Food, Specialty Food, Caterers, Event Planning & Services, Seafood Markets","{sunday=11:0-16:30, saturday=9:30-18:30, tuesday=9:30-18:30, wednesday=9:30-18:30, thursday=9:30-18:30, friday=9:30-18:30, monday=9:30-16:30}"
"iHTL6BPlaPK6xvOa5MIKaQ","Essentially Fries","5815 Hampton Ave","St Louis","MO","63109","38.5794703994","-90.2941099182","4.0","5","1","{ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}}","American (Traditional), Restaurants, Food, American (New), Food Trucks",
"PDI0bgHkmGrY3SYeedQxjw","Kenny's Air Conditioning & Heating Services","4418 N Cortez Ave","Tampa","FL","33614","27.982003","-82.508537","5.0","15","1","{businessacceptscreditcards=True, byappointmentonly=True}","Home Services, Contractors, Heating & Air Conditioning/HVAC, Air Duct Cleaning, Local Services","{sunday=0:0-0:0, saturday=0:0-0:0, tuesday=0:0-0:0, wednesday=0:0-0:0, thursday=0:0-0:0, friday=0:0-0:0, monday=0:0-0:0}"
"6fvjCk1POkLyeVsm-UPqtw","Day and Night Towing","1594 S Myrtle Ave","Clearwater","FL","33756","27.939086","-82.7958614","5.0","5","1","{businessacceptscreditcards=True, byappointmentonly=True, wifi=u'no'}","Roadside Assistance, Automotive, Towing, Tires","{sunday=0:0-0:0, saturday=0:0-0:0, tuesday=0:0-0:0, wednesday=0:0-0:0, thursday=0:0-0:0, friday=0:0-0:0, monday=0:0-0:0}"
"Dv6RfXLYe1atjgz3Xf4GGw","HipCityVeg","127 S 18th St","Philadelphia","PA","19103","39.950774","-75.170397","4.0","1082","1","{alcohol=u'none', businessacceptscreditcards=True, goodforkids=True, wifi=u'no', bikeparking=True, restaurantsreservations=False, businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, caters=True, restaurantsgoodforgroups=False, restaurantsattire=u'casual', restaurantstakeout=True, restaurantspricerange2=2, goodformeal={'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}, restaurantstableservice=False, happyhour=False, ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}, noiselevel=u'average', restaurantsdelivery=True, dogsallowed=False, hastv=True, outdoorseating=True}","Burgers, Vegetarian, Restaurants, Vegan","{sunday=10:0-21:0, saturday=10:0-21:0, tuesday=10:0-21:0, wednesday=10:0-21:0, thursday=10:0-21:0, friday=10:0-21:0, monday=10:0-21:0}"
"ceSjm0nHamTmAd1tWcuDhw","Bread & Butter Philly - Breakfast Junction","1517 E Wadsworth Ave","Philadelphia","PA","19150","40.0797906","-75.1736235982","4.5","22","1","{alcohol=u'none', businessacceptscreditcards=True, restaurantsreservations=True, wifi=u'no', goodforkids=True, businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=1, restaurantstakeout=True, restaurantstableservice=True, wheelchairaccessible=True, ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}, happyhour=True, noiselevel='average', restaurantsdelivery=None, dogsallowed=False, hastv=True, outdoorseating=False}","Food, American (Traditional), Breakfast & Brunch, Juice Bars & Smoothies, Restaurants","{sunday=7:0-15:0, saturday=6:0-15:0, tuesday=6:0-15:0, wednesday=6:0-15:0, thursday=6:0-15:0, friday=6:0-15:0, monday=6:0-15:0}"
"u87CeGYMCajDUlFvvjmttg","Yia Yia's Greek Express","35220 US Hwy 19 N","Palm Harbor","FL","34683","28.0923627","-82.7404529","4.0","41","0","{alcohol=u'beer_and_wine', businessacceptscreditcards=True, wifi=u'free', restaurantsreservations=True, bikeparking=True, goodforkids=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, caters=True, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=1, restaurantstakeout=True, goodformeal={'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, wheelchairaccessible=True, restaurantstableservice=True, ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}, restaurantsdelivery=True, noiselevel=u'average', businessacceptsbitcoin=False, hastv=True, outdoorseating=False}","Restaurants, Greek, Mediterranean, American (New)","{sunday=11:0-21:0, saturday=11:0-21:0, tuesday=11:0-21:0, wednesday=11:0-21:0, thursday=11:0-21:0, friday=11:0-21:0, monday=0:0-0:0}"
"jbLXxax0qUbhyEz-fFYx3Q","The North Face","11 W County Center Dr","Des Peres","MO","63131","38.602144","-90.447499","2.5","5","0","{restaurantspricerange2=4, businessacceptscreditcards=True, bikeparking=False}","Fashion, Outdoor Gear, Sports Wear, Sporting Goods, Shoe Stores, Shopping","{sunday=11:0-18:0, wednesday=10:0-21:0, tuesday=10:0-21:0, monday=0:0-0:0}"
"LSU6eV7C03UOGBx6ho300w","Brows by Karen","3521 Florida Ave, Suit A3","Kenner","LA","70065","30.020958","-90.2406464","5.0","5","1","{businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, businessacceptscreditcards=True, byappointmentonly=True, bikeparking=False, wheelchairaccessible=False}","Beauty & Spas, Hair Removal, Permanent Makeup, Threading Services, Skin Care, Eyebrow Services","{sunday=12:0-15:0, saturday=10:0-18:0, tuesday=10:0-15:0, wednesday=10:0-15:0, thursday=10:0-15:0, friday=10:0-15:0, monday=18:30-21:0}"
"nH8ls1wSvCN40lGC8eDpVA","West Glen","1207 Rushmore Blvd E","Indianapolis","IN","46234","39.7831469","-86.3237317","2.5","5","1",,"Real Estate, Home Services, Mobile Home Parks","{saturday=9:0-13:0, tuesday=10:0-19:0, wednesday=8:0-17:0, thursday=8:0-17:0, friday=8:0-17:0, monday=8:0-17:0}"
"WuDO-f4PRFkkC70im-F32g","Breakthru Physical Therapy & Fitness - Medford","200 Tuckerton Rd, Village of Taunton Forge","Medford","NJ","08055","39.8697397806","-74.848233172","5.0","6","1","{businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, businessacceptscreditcards=True, byappointmentonly=True, goodforkids=True}","Massage, Health & Medical, Fitness & Instruction, Physical Therapy, Active Life, Gyms, Beauty & Spas, Yoga","{sunday=8:0-12:0, saturday=8:0-12:0, tuesday=7:0-20:0, wednesday=7:0-20:0, thursday=7:0-20:0, friday=7:0-19:0, monday=7:0-20:0}"
"UWJ1rQvPCRQ-sE5WCq1L2A","America's Best Contacts & Eyeglasses","25605 Sierra Center Blvd","Lutz","FL","33559","28.196335","-82.394087","4.5","7","1",,"Optometrists, Health & Medical, Eyewear & Opticians, Shopping, Ophthalmologists, Doctors","{saturday=9:0-18:0, tuesday=9:0-18:0, wednesday=9:0-15:0, thursday=9:0-19:0, friday=9:0-19:0, monday=0:0-0:0}"
"h4wp2X_5lVvu-E7KL3MeIQ","Property Management Pros","815 N Main St, Ste A","Meridian","ID","83642","43.6114392","-116.3918429","1.0","10","1",,"Property Management, Real Estate, Home Services",
"LpRrXL-ZsLoj-L89IGHW5g","Salon Fusion","1118 Lemay Ferry Rd","Saint Louis","MO","63125","38.53308","-90.286677","5.0","5","0","{restaurantspricerange2=1, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, businessacceptscreditcards=True, byappointmentonly=False}","Hair Salons, Beauty & Spas",
"edFDP6O_R4n9BUXDMFqApw","Jake's Wayback Burgers","2095 Philadelphia Pike","Claymont","DE","19703","39.7897233","-75.4739289","3.0","16","0","{alcohol=u'none', businessacceptscreditcards=True, restaurantsreservations=False, goodforkids=True, bikeparking=True, wifi='no', businessparking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, caters=False, restaurantsgoodforgroups=True, restaurantsattire=u'casual', restaurantspricerange2=1, restaurantstakeout=True, ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, restaurantsdelivery=False, noiselevel=u'average', hastv=False, outdoorseating=False}","Restaurants, Burgers","{sunday=10:30-21:0, saturday=10:30-21:0, tuesday=10:30-21:0, wednesday=10:30-21:0, thursday=10:30-21:0, friday=10:30-21:0, monday=10:30-21:0}"
"rOzkjo7VeRtY-S-Ttjhcpg","Subway","50 N Sierra St, Ste 1A","Reno","NV","89501","39.5253654","-119.8135566","1.5","18","0","{alcohol=u'none', businessacceptscreditcards=True, wifi='no', goodforkids=True, restaurantsreservations=False, bikeparking=True, businessparking=None, caters=False, restaurantsgoodforgroups=False, restaurantsattire='casual', restaurantspricerange2=1, restaurantstakeout=True, ambience={'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, restaurantsdelivery=False, noiselevel='average', hastv=False, outdoorseating=False}","Fast Food, Sandwiches, Restaurants","{sunday=9:0-21:0, saturday=7:0-22:0, tuesday=7:0-21:0, wednesday=7:0-21:0, thursday=7:0-21:0, friday=7:0-22:0, monday=7:0-21:0}"
"PECaM0i2xAvi7CmE9Wj5VQ","Tokyo Steak House","61 Nationalway Shopping Ctr","Manchester","MO","63011","38.591952","-90.5136322275","3.0","18","0","{alcohol=u'full_bar', businessacceptscreditcards=True, restaurantsreservations=True, goodforkids=True, bikeparking=False, wifi=u'no', businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, caters=False, restaurantsgoodforgroups=True, restaurantsattire=u'casual', restaurantspricerange2=2, restaurantstakeout=False, ambience={'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, restaurantsdelivery=False, noiselevel=u'average', hastv=True, outdoorseating=False}","Japanese, Restaurants","{sunday=17:0-21:0, wednesday=17:0-21:0, thursday=17:0-21:0, friday=17:0-21:30, saturday=17:0-21:30}"
"0bk28CEAtr-sQw-uq9umQg","The Local","Souderton Train Station, 2 W Broad St","Souderton","PA","18964","40.3090063","-75.3204885","3.5","83","0","{alcohol=u'none', businessacceptscreditcards=True, restaurantsreservations=True, bikeparking=True, wifi=u'free', goodforkids=True, businessparking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, caters=True, restaurantsgoodforgroups=True, restaurantsattire='casual', restaurantspricerange2=2, restaurantstakeout=True, corkage=False, ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, noiselevel=u'average', restaurantsdelivery=False, hastv=False, byobcorkage='yes_free', outdoorseating=True}","American (Traditional), Food, Breakfast & Brunch, Restaurants","{sunday=7:0-20:0, saturday=7:0-22:0, tuesday=7:0-14:0, wednesday=7:0-14:0, thursday=7:0-20:0, friday=7:0-22:0, monday=7:0-14:0}"
"KeBXqlLaQBdQTT5AnVftcg","Ruggiero's Guitar Workshop","2114 Stackhouse Dr","YARDLEY","PA","19067","40.2286188","-74.817882","4.5","20","1","{restaurantspricerange2=2, businessacceptscreditcards=True, bikeparking=True, businessparking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, byappointmentonly=True, businessacceptsbitcoin=False}","Professional Services, Musical Instrument Services, Musical Instruments & Teachers, Local Services, Shopping","{wednesday=10:0-18:0, thursday=10:0-18:0, friday=10:0-18:0, saturday=10:0-14:0, tuesday=10:0-18:0}"
"ZDX05cz4vVxLL4zzDcig_w","Tesla Supercharger - Santa Barbara","3943 State St","Santa Barbara","CA","93105","34.4400281974","-119.7535870572","4.5","5","1",,"Automotive, EV Charging Stations",
